stop_name,stop_id,published_line,bus_id,scheduled_arrival,predicted_arrival,actual_arrival,scheduled_delay_minutes,prediction_error_minutes,initial_distance,date,day_of_week,hour_of_day,timestamp
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5587,2025-04-17 19:56:03,2025-04-17 20:03:53,2025-04-17 19:38:46,7.8347,-25.112,1 stops away,2025-04-17,Thursday,19,2025-04-17 19:38:46
5 AV/UNION ST,308207,B63,MTA NYCT_407,2025-04-18 19:45:26,2025-04-18 20:03:34,2025-04-18 19:53:47,18.1463,-9.784,12 stops away,2025-04-18,Friday,19,2025-04-18 19:53:47
5 AV/9 ST,308204,B63,MTA NYCT_471,2025-04-10 08:46:17,2025-04-10 08:41:17,2025-04-10 08:28:29,-5.0,-12.7916,Unknown,2025-04-10,Thursday,8,2025-04-10 08:28:29
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_417,2025-04-18 09:29:39,2025-04-18 09:52:27,2025-04-18 09:30:45,22.8078,-21.6972,Unknown,2025-04-18,Friday,9,2025-04-18 09:30:45
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-10 07:12:47,2025-04-10 07:30:45,2025-04-10 07:20:16,17.9737,-10.4776,10 stops away,2025-04-10,Thursday,7,2025-04-10 07:20:16
5 AV/UNION ST,308207,B63,MTA NYCT_388,2025-04-17 11:09:18,2025-04-17 11:28:17,2025-04-17 10:39:39,18.9991,-48.646,3 stops away,2025-04-17,Thursday,11,2025-04-17 10:39:39
5 AV/9 ST,308204,B63,MTA NYCT_418,2025-04-08 09:35:52,2025-04-08 09:51:30,2025-04-08 10:09:31,15.635,18.0219,5 stops away,2025-04-08,Tuesday,9,2025-04-08 10:09:31
5 AV/UNION ST,308207,B63,MTA NYCT_373,2025-04-12 15:14:20,2025-04-12 15:36:22,2025-04-12 15:40:10,22.0416,3.8071,6 stops away,2025-04-12,Saturday,15,2025-04-12 15:40:10
5 AV/UNION ST,308207,B63,MTA NYCT_471,2025-04-10 19:46:41,2025-04-10 20:03:44,2025-04-10 20:24:55,17.063,21.1853,14 stops away,2025-04-10,Thursday,19,2025-04-10 20:24:55
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5503,2025-04-07 18:26:58,2025-04-07 19:10:10,2025-04-07 18:52:47,43.2026,-17.3837,9 stops away,2025-04-07,Monday,18,2025-04-07 18:52:47
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6156,2025-04-17 19:28:03,2025-04-17 19:32:18,2025-04-17 19:11:52,4.2598,-20.4371,7 stops away,2025-04-17,Thursday,19,2025-04-17 19:11:52
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5519,2025-04-16 17:27:21,2025-04-16 18:12:21,2025-04-16 17:23:49,45.0,-48.5266,6 stops away,2025-04-16,Wednesday,17,2025-04-16 17:23:49
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_418,2025-04-20 12:51:41,2025-04-20 12:57:41,2025-04-20 12:12:32,6.0004,-45.1391,20 stops away,2025-04-20,Sunday,12,2025-04-20 12:12:32
5 AV/UNION ST,308207,B63,MTA NYCT_381,2025-04-14 17:35:19,2025-04-14 17:55:39,2025-04-14 17:15:03,20.3407,-40.5983,17 stops away,2025-04-14,Monday,17,2025-04-14 17:15:03
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5508,2025-04-17 18:47:51,2025-04-17 19:05:12,2025-04-17 18:08:27,17.3634,-56.7593,8 stops away,2025-04-17,Thursday,18,2025-04-17 18:08:27
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5528,2025-04-14 07:50:19,2025-04-14 08:16:56,2025-04-14 08:28:46,26.6247,11.838,11 stops away,2025-04-14,Monday,7,2025-04-14 08:28:46
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_248,2025-04-15 13:53:04,2025-04-15 14:02:18,2025-04-15 13:44:47,9.2365,-17.5145,17 stops away,2025-04-15,Tuesday,13,2025-04-15 13:44:47
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5503,2025-04-20 16:04:02,2025-04-20 16:16:56,2025-04-20 16:06:16,12.9166,-10.6808,18 stops away,2025-04-20,Sunday,16,2025-04-20 16:06:16
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_771,2025-04-14 15:07:07,2025-04-14 15:19:17,2025-04-14 15:21:18,12.1756,2.0163,Unknown,2025-04-14,Monday,15,2025-04-14 15:21:18
5 AV/UNION ST,308207,B63,MTA NYCT_386,2025-04-17 17:17:44,2025-04-17 17:52:12,2025-04-17 17:20:00,34.4712,-32.1952,9 stops away,2025-04-17,Thursday,17,2025-04-17 17:20:00
5 AV/UNION ST,308207,B63,MTA NYCT_248,2025-04-12 13:08:05,2025-04-12 13:15:27,2025-04-12 13:20:21,7.3707,4.903,3 stops away,2025-04-12,Saturday,13,2025-04-12 13:20:21
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6187,2025-04-08 05:17:23,2025-04-08 05:17:40,2025-04-08 04:20:28,0.2911,-57.2053,5 stops away,2025-04-08,Tuesday,5,2025-04-08 04:20:28
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5784,2025-04-19 15:59:08,2025-04-19 16:11:03,2025-04-19 16:07:11,11.9237,-3.8602,Unknown,2025-04-19,Saturday,15,2025-04-19 16:07:11
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6187,2025-04-11 18:11:43,2025-04-11 18:21:15,2025-04-11 17:54:09,9.5407,-27.1047,1 stops away,2025-04-11,Friday,18,2025-04-11 17:54:09
5 AV/9 ST,308204,B63,MTA NYCT_471,2025-04-15 15:33:41,2025-04-15 15:39:43,2025-04-15 15:06:23,6.0384,-33.338,16 stops away,2025-04-15,Tuesday,15,2025-04-15 15:06:23
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6226,2025-04-18 18:19:15,2025-04-18 18:46:50,2025-04-18 18:06:43,27.5921,-40.1184,15 stops away,2025-04-18,Friday,18,2025-04-18 18:06:43
5 AV/9 ST,308204,B63,MTA NYCT_403,2025-04-15 11:27:50,2025-04-15 11:38:04,2025-04-15 11:03:54,10.2431,-34.1686,7 stops away,2025-04-15,Tuesday,11,2025-04-15 11:03:54
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5508,2025-04-10 11:34:35,2025-04-10 11:34:42,2025-04-10 11:38:56,0.13,4.2231,Unknown,2025-04-10,Thursday,11,2025-04-10 11:38:56
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6144,2025-04-09 13:55:59,2025-04-09 14:04:03,2025-04-09 13:53:32,8.0815,-10.518,3 stops away,2025-04-09,Wednesday,13,2025-04-09 13:53:32
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_771,2025-04-14 21:28:15,2025-04-14 21:27:55,2025-04-14 20:57:17,-0.3186,-30.6355,Unknown,2025-04-14,Monday,21,2025-04-14 20:57:17
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-18 19:50:29,2025-04-18 20:09:24,2025-04-18 20:50:45,18.9267,41.3516,11 stops away,2025-04-18,Friday,19,2025-04-18 20:50:45
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_263,2025-04-12 21:20:07,2025-04-12 21:15:07,2025-04-12 20:56:10,-5.0,-18.9412,12 stops away,2025-04-12,Saturday,21,2025-04-12 20:56:10
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_417,2025-04-16 09:42:01,2025-04-16 10:06:01,2025-04-16 09:38:06,24.0066,-27.9145,14 stops away,2025-04-16,Wednesday,9,2025-04-16 09:38:06
5 AV/UNION ST,308207,B63,MTA NYCT_771,2025-04-16 13:39:52,2025-04-16 13:59:35,2025-04-16 13:26:15,19.7209,-33.3339,17 stops away,2025-04-16,Wednesday,13,2025-04-16 13:26:15
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_772,2025-04-15 22:09:06,2025-04-15 22:18:45,2025-04-15 21:52:53,9.6654,-25.8813,2 stops away,2025-04-15,Tuesday,22,2025-04-15 21:52:53
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5528,2025-04-19 18:02:20,2025-04-19 18:32:52,2025-04-19 18:03:39,30.5477,-29.2176,19 stops away,2025-04-19,Saturday,18,2025-04-19 18:03:39
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6156,2025-04-17 17:43:29,2025-04-17 17:57:44,2025-04-17 18:03:36,14.2636,5.8559,2 stops away,2025-04-17,Thursday,17,2025-04-17 18:03:36
5 AV/UNION ST,308207,B63,MTA NYCT_388,2025-04-10 17:58:29,2025-04-10 18:04:07,2025-04-10 17:51:01,5.6425,-13.1061,14 stops away,2025-04-10,Thursday,17,2025-04-10 17:51:01
5 AV/UNION ST,308207,B63,MTA NYCT_248,2025-04-20 13:17:37,2025-04-20 13:12:37,2025-04-20 12:34:29,-5.0,-38.1169,1 stops away,2025-04-20,Sunday,13,2025-04-20 12:34:29
5 AV/UNION ST,308207,B63,MTA NYCT_403,2025-04-15 17:13:48,2025-04-15 17:37:25,2025-04-15 17:01:24,23.6222,-36.0143,5 stops away,2025-04-15,Tuesday,17,2025-04-15 17:01:24
5 AV/9 ST,308204,B63,MTA NYCT_388,2025-04-14 07:09:07,2025-04-14 07:20:55,2025-04-14 07:16:59,11.8067,-3.9307,14 stops away,2025-04-14,Monday,7,2025-04-14 07:16:59
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-13 15:49:44,2025-04-13 15:54:48,2025-04-13 15:58:00,5.0769,3.1996,8 stops away,2025-04-13,Sunday,15,2025-04-13 15:58:00
5 AV/UNION ST,308207,B63,MTA NYCT_386,2025-04-16 19:41:51,2025-04-16 19:56:10,2025-04-16 19:51:00,14.3331,-5.1719,13 stops away,2025-04-16,Wednesday,19,2025-04-16 19:51:00
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6157,2025-04-17 09:25:52,2025-04-17 10:00:26,2025-04-17 09:52:45,34.5723,-7.6771,Unknown,2025-04-17,Thursday,9,2025-04-17 09:52:45
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6156,2025-04-15 16:59:32,2025-04-15 17:37:54,2025-04-15 17:43:00,38.3703,5.1115,20 stops away,2025-04-15,Tuesday,16,2025-04-15 17:43:00
5 AV/9 ST,308204,B63,MTA NYCT_431,2025-04-16 07:52:52,2025-04-16 08:04:56,2025-04-16 08:18:18,12.076,13.3689,7 stops away,2025-04-16,Wednesday,7,2025-04-16 08:18:18
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_418,2025-04-11 07:30:38,2025-04-11 07:52:44,2025-04-11 07:29:37,22.1143,-23.1267,7 stops away,2025-04-11,Friday,7,2025-04-11 07:29:37
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-11 19:47:00,2025-04-11 20:01:51,2025-04-11 20:11:19,14.8663,9.4591,14 stops away,2025-04-11,Friday,19,2025-04-11 20:11:19
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5587,2025-04-20 18:43:49,2025-04-20 19:04:37,2025-04-20 19:29:25,20.8018,24.8127,10 stops away,2025-04-20,Sunday,18,2025-04-20 19:29:25
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5784,2025-04-10 07:46:42,2025-04-10 08:19:18,2025-04-10 08:16:01,32.6033,-3.2804,13 stops away,2025-04-10,Thursday,7,2025-04-10 08:16:01
5 AV/UNION ST,308207,B63,MTA NYCT_439,2025-04-07 06:14:14,2025-04-07 06:18:00,2025-04-07 05:59:31,3.7784,-18.479,1 stops away,2025-04-07,Monday,6,2025-04-07 05:59:31
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6226,2025-04-19 10:08:47,2025-04-19 10:19:23,2025-04-19 10:19:51,10.6091,0.4705,14 stops away,2025-04-19,Saturday,10,2025-04-19 10:19:51
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5587,2025-04-12 19:48:32,2025-04-12 20:03:57,2025-04-12 19:53:01,15.4173,-10.9267,Unknown,2025-04-12,Saturday,19,2025-04-12 19:53:01
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5503,2025-04-16 20:48:08,2025-04-16 21:01:39,2025-04-16 21:02:38,13.523,0.9857,19 stops away,2025-04-16,Wednesday,20,2025-04-16 21:02:38
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5587,2025-04-15 19:32:00,2025-04-15 19:37:12,2025-04-15 19:59:16,5.202,22.0693,5 stops away,2025-04-15,Tuesday,19,2025-04-15 19:59:16
5 AV/UNION ST,308207,B63,MTA NYCT_406,2025-04-14 10:01:48,2025-04-14 09:56:53,2025-04-14 10:13:46,-4.9009,16.8775,15 stops away,2025-04-14,Monday,10,2025-04-14 10:13:46
5 AV/UNION ST,308207,B63,MTA NYCT_248,2025-04-13 19:27:49,2025-04-13 19:37:25,2025-04-13 19:44:31,9.6159,7.086,13 stops away,2025-04-13,Sunday,19,2025-04-13 19:44:31
5 AV/UNION ST,308207,B63,MTA NYCT_418,2025-04-16 10:55:33,2025-04-16 11:11:08,2025-04-16 11:04:01,15.5926,-7.1104,14 stops away,2025-04-16,Wednesday,10,2025-04-16 11:04:01
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-18 06:33:23,2025-04-18 06:50:35,2025-04-18 06:53:29,17.2112,2.9014,11 stops away,2025-04-18,Friday,6,2025-04-18 06:53:29
5 AV/UNION ST,308207,B63,MTA NYCT_417,2025-04-18 12:04:27,2025-04-18 12:14:09,2025-04-18 12:21:56,9.7049,7.7827,19 stops away,2025-04-18,Friday,12,2025-04-18 12:21:56
5 AV/9 ST,308204,B63,MTA NYCT_248,2025-04-14 07:38:54,2025-04-14 07:43:49,2025-04-14 07:29:06,4.923,-14.7079,13 stops away,2025-04-14,Monday,7,2025-04-14 07:29:06
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-15 12:03:42,2025-04-15 12:23:18,2025-04-15 12:30:13,19.6057,6.9225,17 stops away,2025-04-15,Tuesday,12,2025-04-15 12:30:13
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5517,2025-04-07 23:49:27,2025-04-08 00:00:56,2025-04-07 23:37:50,11.4917,-23.0989,11 stops away,2025-04-07,Monday,23,2025-04-07 23:37:50
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6187,2025-04-10 08:42:20,2025-04-10 09:12:30,2025-04-10 08:43:27,30.183,-29.0662,19 stops away,2025-04-10,Thursday,8,2025-04-10 08:43:27
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6144,2025-04-11 16:05:14,2025-04-11 16:46:18,2025-04-11 16:29:53,41.0805,-16.4235,Unknown,2025-04-11,Friday,16,2025-04-11 16:29:53
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-10 19:56:09,2025-04-10 19:55:33,2025-04-10 19:15:08,-0.5868,-40.4251,13 stops away,2025-04-10,Thursday,19,2025-04-10 19:15:08
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_407,2025-04-10 21:41:46,2025-04-10 21:54:38,2025-04-10 21:43:04,12.871,-11.5692,8 stops away,2025-04-10,Thursday,21,2025-04-10 21:43:04
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6156,2025-04-19 21:59:34,2025-04-19 22:26:18,2025-04-19 21:49:15,26.7421,-37.048,13 stops away,2025-04-19,Saturday,21,2025-04-19 21:49:15
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5587,2025-04-11 20:24:05,2025-04-11 20:36:55,2025-04-11 19:59:25,12.8354,-37.5004,Unknown,2025-04-11,Friday,20,2025-04-11 19:59:25
5 AV/9 ST,308204,B63,MTA NYCT_247,2025-04-17 20:44:04,2025-04-17 20:52:22,2025-04-17 21:14:11,8.3124,21.8197,17 stops away,2025-04-17,Thursday,20,2025-04-17 21:14:11
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-15 16:45:09,2025-04-15 16:49:24,2025-04-15 16:47:30,4.2617,-1.8991,18 stops away,2025-04-15,Tuesday,16,2025-04-15 16:47:30
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6144,2025-04-13 23:49:07,2025-04-13 23:58:27,2025-04-13 23:43:20,9.3378,-15.1153,1 stops away,2025-04-13,Sunday,23,2025-04-13 23:43:20
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_471,2025-04-08 16:35:23,2025-04-08 17:00:45,2025-04-08 16:21:04,25.3728,-39.6756,8 stops away,2025-04-08,Tuesday,16,2025-04-08 16:21:04
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5617,2025-04-18 08:41:04,2025-04-18 09:20:56,2025-04-18 09:47:57,39.8681,27.0281,3 stops away,2025-04-18,Friday,8,2025-04-18 09:47:57
5 AV/UNION ST,308207,B63,MTA NYCT_373,2025-04-08 21:58:33,2025-04-08 22:11:27,2025-04-08 22:49:15,12.9004,37.8019,3 stops away,2025-04-08,Tuesday,21,2025-04-08 22:49:15
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6187,2025-04-12 18:10:04,2025-04-12 18:19:58,2025-04-12 18:14:02,9.9124,-5.9341,20 stops away,2025-04-12,Saturday,18,2025-04-12 18:14:02
5 AV/9 ST,308204,B63,MTA NYCT_471,2025-04-14 08:02:43,2025-04-14 08:39:43,2025-04-14 08:15:12,37.0066,-24.5176,8 stops away,2025-04-14,Monday,8,2025-04-14 08:15:12
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_386,2025-04-16 13:50:44,2025-04-16 13:51:29,2025-04-16 13:02:02,0.7568,-49.4426,15 stops away,2025-04-16,Wednesday,13,2025-04-16 13:02:02
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6157,2025-04-14 11:47:47,2025-04-14 12:17:48,2025-04-14 11:51:46,30.017,-26.0317,10 stops away,2025-04-14,Monday,11,2025-04-14 11:51:46
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_381,2025-04-15 16:19:23,2025-04-15 16:35:45,2025-04-15 15:57:06,16.3819,-38.6538,16 stops away,2025-04-15,Tuesday,16,2025-04-15 15:57:06
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5508,2025-04-11 18:12:31,2025-04-11 18:43:21,2025-04-11 18:11:51,30.8413,-31.4922,19 stops away,2025-04-11,Friday,18,2025-04-11 18:11:51
5 AV/UNION ST,308207,B63,MTA NYCT_263,2025-04-10 21:59:37,2025-04-10 22:07:56,2025-04-10 21:59:49,8.3243,-8.1161,9 stops away,2025-04-10,Thursday,21,2025-04-10 21:59:49
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5511,2025-04-09 18:08:52,2025-04-09 18:14:03,2025-04-09 17:55:35,5.1834,-18.4541,10 stops away,2025-04-09,Wednesday,18,2025-04-09 17:55:35
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5617,2025-04-09 08:21:55,2025-04-09 08:58:32,2025-04-09 08:53:12,36.6282,-5.3325,9 stops away,2025-04-09,Wednesday,8,2025-04-09 08:53:12
5 AV/9 ST,308204,B63,MTA NYCT_373,2025-04-18 08:22:56,2025-04-18 08:43:20,2025-04-18 08:33:24,20.4144,-9.9466,14 stops away,2025-04-18,Friday,8,2025-04-18 08:33:24
5 AV/9 ST,308204,B63,MTA NYCT_263,2025-04-18 08:41:13,2025-04-18 08:55:00,2025-04-18 09:23:34,13.7885,28.5699,Unknown,2025-04-18,Friday,8,2025-04-18 09:23:34
5 AV/UNION ST,308207,B63,MTA NYCT_771,2025-04-08 07:42:41,2025-04-08 07:51:04,2025-04-08 07:41:02,8.395,-10.0318,16 stops away,2025-04-08,Tuesday,7,2025-04-08 07:41:02
5 AV/9 ST,308204,B63,MTA NYCT_247,2025-04-14 18:39:03,2025-04-14 18:59:15,2025-04-14 19:06:29,20.2166,7.2197,4 stops away,2025-04-14,Monday,18,2025-04-14 19:06:29
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6157,2025-04-17 08:59:09,2025-04-17 09:31:57,2025-04-17 09:16:40,32.8155,-15.285,Unknown,2025-04-17,Thursday,8,2025-04-17 09:16:40
5 AV/9 ST,308204,B63,MTA NYCT_772,2025-04-15 16:36:35,2025-04-15 16:59:02,2025-04-15 16:51:33,22.456,-7.4888,2 stops away,2025-04-15,Tuesday,16,2025-04-15 16:51:33
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5508,2025-04-16 08:14:13,2025-04-16 08:09:13,2025-04-16 07:20:15,-5.0,-48.9511,Unknown,2025-04-16,Wednesday,8,2025-04-16 07:20:15
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_263,2025-04-15 18:38:05,2025-04-15 18:49:07,2025-04-15 18:22:22,11.0354,-26.736,20 stops away,2025-04-15,Tuesday,18,2025-04-15 18:22:22
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5528,2025-04-07 08:54:48,2025-04-07 08:58:15,2025-04-07 08:59:52,3.4591,1.6155,17 stops away,2025-04-07,Monday,8,2025-04-07 08:59:52
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-17 18:40:07,2025-04-17 18:58:53,2025-04-17 18:39:39,18.777,-19.2349,9 stops away,2025-04-17,Thursday,18,2025-04-17 18:39:39
5 AV/9 ST,308204,B63,MTA NYCT_407,2025-04-17 19:58:33,2025-04-17 20:00:22,2025-04-17 19:44:49,1.8227,-15.5558,18 stops away,2025-04-17,Thursday,19,2025-04-17 19:44:49
5 AV/9 ST,308204,M86-SBS,MTA NYCT_6156,2025-04-18 16:23:34,2025-04-18 16:18:34,2025-04-18 16:00:27,-5.0,-18.1162,15 stops away,2025-04-18,Friday,16,2025-04-18 16:00:27
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_6156,2025-04-07 13:35:31,2025-04-07 13:48:33,2025-04-07 13:39:11,13.0371,-9.3617,6 stops away,2025-04-07,Monday,13,2025-04-07 13:39:11
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-11 09:59:12,2025-04-11 09:58:00,2025-04-11 09:48:16,-1.1923,-9.7314,19 stops away,2025-04-11,Friday,9,2025-04-11 09:48:16
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6226,2025-04-15 09:44:46,2025-04-15 09:50:14,2025-04-15 09:18:04,5.4718,-32.1606,19 stops away,2025-04-15,Tuesday,9,2025-04-15 09:18:04
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5587,2025-04-09 16:51:31,2025-04-09 17:19:25,2025-04-09 17:48:22,27.9036,28.9583,9 stops away,2025-04-09,Wednesday,16,2025-04-09 17:48:22
5 AV/9 ST,308204,B63,MTA NYCT_418,2025-04-15 16:02:05,2025-04-15 16:21:29,2025-04-15 15:49:13,19.4048,-32.2606,13 stops away,2025-04-15,Tuesday,16,2025-04-15 15:49:13
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_373,2025-04-10 17:38:48,2025-04-10 17:59:57,2025-04-10 18:05:40,21.1555,5.7119,20 stops away,2025-04-10,Thursday,17,2025-04-10 18:05:40
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5617,2025-04-15 12:43:33,2025-04-15 13:01:19,2025-04-15 13:46:02,17.7785,44.7213,4 stops away,2025-04-15,Tuesday,12,2025-04-15 13:46:02
5 AV/UNION ST,308207,B63,MTA NYCT_771,2025-04-20 12:54:16,2025-04-20 12:58:11,2025-04-20 12:49:02,3.9196,-9.1387,9 stops away,2025-04-20,Sunday,12,2025-04-20 12:49:02
5 AV/UNION ST,308207,B63,MTA NYCT_247,2025-04-14 16:56:53,2025-04-14 17:35:22,2025-04-14 17:52:55,38.4987,17.5424,6 stops away,2025-04-14,Monday,16,2025-04-14 17:52:55
5 AV/UNION ST,308207,B63,MTA NYCT_263,2025-04-11 11:28:03,2025-04-11 11:23:58,2025-04-11 11:09:18,-4.0757,-14.6652,3 stops away,2025-04-11,Friday,11,2025-04-11 11:09:18
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5511,2025-04-20 19:24:26,2025-04-20 19:47:03,2025-04-20 20:34:57,22.6184,47.9114,10 stops away,2025-04-20,Sunday,19,2025-04-20 20:34:57
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5503,2025-04-12 15:17:59,2025-04-12 15:33:57,2025-04-12 15:11:25,15.9823,-22.5469,17 stops away,2025-04-12,Saturday,15,2025-04-12 15:11:25
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_5519,2025-04-08 06:02:24,2025-04-08 06:06:19,2025-04-08 06:39:42,3.9218,33.383,9 stops away,2025-04-08,Tuesday,6,2025-04-08 06:39:42
5 AV/9 ST,308204,B63,MTA NYCT_403,2025-04-17 08:40:21,2025-04-17 09:08:23,2025-04-17 08:35:27,28.0415,-32.9303,19 stops away,2025-04-17,Thursday,8,2025-04-17 08:35:27
5 AV/UNION ST,308207,B63,MTA NYCT_373,2025-04-12 15:54:22,2025-04-12 16:02:38,2025-04-12 15:54:45,8.2732,-7.8855,19 stops away,2025-04-12,Saturday,15,2025-04-12 15:54:45
5 AV/UNION ST,308207,B63,MTA NYCT_417,2025-04-11 08:01:51,2025-04-11 08:27:32,2025-04-11 07:53:29,25.6835,-34.045,18 stops away,2025-04-11,Friday,8,2025-04-11 07:53:29
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6156,2025-04-17 17:43:25,2025-04-17 17:54:20,2025-04-17 17:04:00,10.9191,-50.3338,3 stops away,2025-04-17,Thursday,17,2025-04-17 17:04:00
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_439,2025-04-11 10:47:20,2025-04-11 11:08:40,2025-04-11 10:46:41,21.338,-21.9794,17 stops away,2025-04-11,Friday,10,2025-04-11 10:46:41
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5586,2025-04-10 18:38:44,2025-04-10 19:03:25,2025-04-10 19:19:35,24.6956,16.1607,2 stops away,2025-04-10,Thursday,18,2025-04-10 19:19:35
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6144,2025-04-17 18:14:27,2025-04-17 18:36:00,2025-04-17 18:18:58,21.5533,-17.0354,20 stops away,2025-04-17,Thursday,18,2025-04-17 18:18:58
W 86 ST/AMSTERDAM AV,401912,B63,MTA NYCT_469,2025-04-14 09:28:51,2025-04-14 09:50:04,2025-04-14 09:36:50,21.2225,-13.2262,7 stops away,2025-04-14,Monday,9,2025-04-14 09:36:50
5 AV/9 ST,308204,M86-SBS,MTA NYCT_5784,2025-04-07 16:43:29,2025-04-07 17:18:07,2025-04-07 17:10:15,34.6386,-7.8714,Unknown,2025-04-07,Monday,16,2025-04-07 17:10:15
5 AV/UNION ST,308207,M86-SBS,MTA NYCT_5617,2025-04-07 07:43:52,2025-04-07 07:55:40,2025-04-07 08:03:44,11.8089,8.0649,7 stops away,2025-04-07,Monday,7,2025-04-07 08:03:44
5 AV/UNION ST,308207,B63,MTA NYCT_431,2025-04-19 14:08:43,2025-04-19 14:29:10,2025-04-19 13:45:38,20.4591,-43.5312,10 stops away,2025-04-19,Saturday,14,2025-04-19 13:45:38
W 86 ST/AMSTERDAM AV,401912,M86-SBS,MTA NYCT_6157,2025-04-10 07:32:22,2025-04-10 08:10:39,2025-04-10 08:03:57,38.293,-6.7065,9 stops away,2025-04-10,Thursday,7,2025-04-10 08:03:57
5 AV/9 ST,308204,B63,MTA NYCT_373,2025-04-08 19:03:07,2025-04-08 19:18:01,2025-04-08 19:25:11,14.9078,7.1735,17 stops away,2025-04-08,Tuesday,19,2025-04-08 19:25:11
